attack_type,eps,targeted,target_strategy,target_class,dataset_label,identity_id,identity_name,identity_dir,source_image_path,adversarial_image_path,linf,mean_abs_perturbation
fgsm,0.15,True,least-likely,2918,53,n001960,"""Danniella_Westbrook""",053_n001960_Danniella_Westbrook,dataset/clean_cropped/NN1/053_n001960_Danniella_Westbrook/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/053_n001960_Danniella_Westbrook/0007.jpg,0.15,0.14407
fgsm,0.15,True,least-likely,3155,53,n001960,"""Danniella_Westbrook""",053_n001960_Danniella_Westbrook,dataset/clean_cropped/NN1/053_n001960_Danniella_Westbrook/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/053_n001960_Danniella_Westbrook/0008.jpg,0.15,0.142013
fgsm,0.15,True,least-likely,5051,53,n001960,"""Danniella_Westbrook""",053_n001960_Danniella_Westbrook,dataset/clean_cropped/NN1/053_n001960_Danniella_Westbrook/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/053_n001960_Danniella_Westbrook/0009.jpg,0.15,0.14098
fgsm,0.15,True,least-likely,5045,54,n002118,"""Demetria_McKinney""",054_n002118_Demetria_McKinney,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/054_n002118_Demetria_McKinney/0000.jpg,0.15,0.133636
fgsm,0.15,True,least-likely,4339,54,n002118,"""Demetria_McKinney""",054_n002118_Demetria_McKinney,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/054_n002118_Demetria_McKinney/0001.jpg,0.15,0.144029
fgsm,0.15,True,least-likely,5773,54,n002118,"""Demetria_McKinney""",054_n002118_Demetria_McKinney,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/054_n002118_Demetria_McKinney/0002.jpg,0.15,0.136715
fgsm,0.15,True,least-likely,2249,54,n002118,"""Demetria_McKinney""",054_n002118_Demetria_McKinney,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/054_n002118_Demetria_McKinney/0003.jpg,0.15,0.141746
fgsm,0.15,True,least-likely,2249,54,n002118,"""Demetria_McKinney""",054_n002118_Demetria_McKinney,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/054_n002118_Demetria_McKinney/0004.jpg,0.15,0.140204
fgsm,0.15,True,least-likely,5397,54,n002118,"""Demetria_McKinney""",054_n002118_Demetria_McKinney,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/054_n002118_Demetria_McKinney/0005.jpg,0.15,0.142125
fgsm,0.15,True,least-likely,2249,54,n002118,"""Demetria_McKinney""",054_n002118_Demetria_McKinney,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/054_n002118_Demetria_McKinney/0006.jpg,0.15,0.135556
fgsm,0.15,True,least-likely,4731,54,n002118,"""Demetria_McKinney""",054_n002118_Demetria_McKinney,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/054_n002118_Demetria_McKinney/0007.jpg,0.15,0.142463
fgsm,0.15,True,least-likely,398,54,n002118,"""Demetria_McKinney""",054_n002118_Demetria_McKinney,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/054_n002118_Demetria_McKinney/0008.jpg,0.15,0.129314
fgsm,0.15,True,least-likely,5397,54,n002118,"""Demetria_McKinney""",054_n002118_Demetria_McKinney,dataset/clean_cropped/NN1/054_n002118_Demetria_McKinney/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/054_n002118_Demetria_McKinney/0009.jpg,0.15,0.133391
fgsm,0.15,True,least-likely,7860,55,n003011,"""Geoffrey_Kondogbia""",055_n003011_Geoffrey_Kondogbia,dataset/clean_cropped/NN1/055_n003011_Geoffrey_Kondogbia/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/055_n003011_Geoffrey_Kondogbia/0000.jpg,0.15,0.143217
fgsm,0.15,True,least-likely,2335,55,n003011,"""Geoffrey_Kondogbia""",055_n003011_Geoffrey_Kondogbia,dataset/clean_cropped/NN1/055_n003011_Geoffrey_Kondogbia/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/055_n003011_Geoffrey_Kondogbia/0001.jpg,0.15,0.144087
fgsm,0.15,True,least-likely,5550,55,n003011,"""Geoffrey_Kondogbia""",055_n003011_Geoffrey_Kondogbia,dataset/clean_cropped/NN1/055_n003011_Geoffrey_Kondogbia/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/055_n003011_Geoffrey_Kondogbia/0002.jpg,0.15,0.140254
fgsm,0.15,True,least-likely,2121,55,n003011,"""Geoffrey_Kondogbia""",055_n003011_Geoffrey_Kondogbia,dataset/clean_cropped/NN1/055_n003011_Geoffrey_Kondogbia/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/055_n003011_Geoffrey_Kondogbia/0003.jpg,0.15,0.141967
fgsm,0.15,True,least-likely,7860,55,n003011,"""Geoffrey_Kondogbia""",055_n003011_Geoffrey_Kondogbia,dataset/clean_cropped/NN1/055_n003011_Geoffrey_Kondogbia/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/055_n003011_Geoffrey_Kondogbia/0004.jpg,0.15,0.138392
fgsm,0.15,True,least-likely,6146,55,n003011,"""Geoffrey_Kondogbia""",055_n003011_Geoffrey_Kondogbia,dataset/clean_cropped/NN1/055_n003011_Geoffrey_Kondogbia/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/055_n003011_Geoffrey_Kondogbia/0005.jpg,0.15,0.13371
fgsm,0.15,True,least-likely,95,55,n003011,"""Geoffrey_Kondogbia""",055_n003011_Geoffrey_Kondogbia,dataset/clean_cropped/NN1/055_n003011_Geoffrey_Kondogbia/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/055_n003011_Geoffrey_Kondogbia/0006.jpg,0.15,0.141392
fgsm,0.15,True,least-likely,5550,55,n003011,"""Geoffrey_Kondogbia""",055_n003011_Geoffrey_Kondogbia,dataset/clean_cropped/NN1/055_n003011_Geoffrey_Kondogbia/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/055_n003011_Geoffrey_Kondogbia/0007.jpg,0.15,0.139592
fgsm,0.15,True,least-likely,8583,56,n004757,"""Kevin_Streelman""",056_n004757_Kevin_Streelman,dataset/clean_cropped/NN1/056_n004757_Kevin_Streelman/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/056_n004757_Kevin_Streelman/0000.jpg,0.15,0.143254
fgsm,0.15,True,least-likely,4062,56,n004757,"""Kevin_Streelman""",056_n004757_Kevin_Streelman,dataset/clean_cropped/NN1/056_n004757_Kevin_Streelman/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/056_n004757_Kevin_Streelman/0001.jpg,0.15,0.131934
fgsm,0.15,True,least-likely,1875,56,n004757,"""Kevin_Streelman""",056_n004757_Kevin_Streelman,dataset/clean_cropped/NN1/056_n004757_Kevin_Streelman/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/056_n004757_Kevin_Streelman/0002.jpg,0.15,0.142539
fgsm,0.15,True,least-likely,171,56,n004757,"""Kevin_Streelman""",056_n004757_Kevin_Streelman,dataset/clean_cropped/NN1/056_n004757_Kevin_Streelman/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/056_n004757_Kevin_Streelman/0004.jpg,0.15,0.136256
fgsm,0.15,True,least-likely,3569,56,n004757,"""Kevin_Streelman""",056_n004757_Kevin_Streelman,dataset/clean_cropped/NN1/056_n004757_Kevin_Streelman/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/056_n004757_Kevin_Streelman/0006.jpg,0.15,0.138581
fgsm,0.15,True,least-likely,299,56,n004757,"""Kevin_Streelman""",056_n004757_Kevin_Streelman,dataset/clean_cropped/NN1/056_n004757_Kevin_Streelman/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/056_n004757_Kevin_Streelman/0008.jpg,0.15,0.136988
fgsm,0.15,True,least-likely,2145,56,n004757,"""Kevin_Streelman""",056_n004757_Kevin_Streelman,dataset/clean_cropped/NN1/056_n004757_Kevin_Streelman/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/056_n004757_Kevin_Streelman/0009.jpg,0.15,0.137935
fgsm,0.15,True,least-likely,6797,57,n006963,"""Phil_Brown""",057_n006963_Phil_Brown,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/057_n006963_Phil_Brown/0001.jpg,0.15,0.137608
fgsm,0.15,True,least-likely,1795,57,n006963,"""Phil_Brown""",057_n006963_Phil_Brown,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/057_n006963_Phil_Brown/0002.jpg,0.15,0.140134
fgsm,0.15,True,least-likely,1492,57,n006963,"""Phil_Brown""",057_n006963_Phil_Brown,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/057_n006963_Phil_Brown/0005.jpg,0.15,0.139217
fgsm,0.15,True,least-likely,2316,57,n006963,"""Phil_Brown""",057_n006963_Phil_Brown,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/057_n006963_Phil_Brown/0006.jpg,0.15,0.137579
fgsm,0.15,True,least-likely,4419,57,n006963,"""Phil_Brown""",057_n006963_Phil_Brown,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/057_n006963_Phil_Brown/0007.jpg,0.15,0.138499
fgsm,0.15,True,least-likely,631,57,n006963,"""Phil_Brown""",057_n006963_Phil_Brown,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/057_n006963_Phil_Brown/0008.jpg,0.15,0.139061
fgsm,0.15,True,least-likely,4338,57,n006963,"""Phil_Brown""",057_n006963_Phil_Brown,dataset/clean_cropped/NN1/057_n006963_Phil_Brown/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/057_n006963_Phil_Brown/0009.jpg,0.15,0.136253
fgsm,0.15,True,least-likely,8531,58,n008785,"""Valentina_Vezzali""",058_n008785_Valentina_Vezzali,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/058_n008785_Valentina_Vezzali/0000.jpg,0.15,0.138979
fgsm,0.15,True,least-likely,8575,58,n008785,"""Valentina_Vezzali""",058_n008785_Valentina_Vezzali,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/058_n008785_Valentina_Vezzali/0001.jpg,0.15,0.143103
fgsm,0.15,True,least-likely,5398,58,n008785,"""Valentina_Vezzali""",058_n008785_Valentina_Vezzali,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/058_n008785_Valentina_Vezzali/0002.jpg,0.15,0.135202
fgsm,0.15,True,least-likely,5398,58,n008785,"""Valentina_Vezzali""",058_n008785_Valentina_Vezzali,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/058_n008785_Valentina_Vezzali/0003.jpg,0.15,0.144162
fgsm,0.15,True,least-likely,5398,58,n008785,"""Valentina_Vezzali""",058_n008785_Valentina_Vezzali,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/058_n008785_Valentina_Vezzali/0004.jpg,0.15,0.141813
fgsm,0.15,True,least-likely,1847,58,n008785,"""Valentina_Vezzali""",058_n008785_Valentina_Vezzali,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/058_n008785_Valentina_Vezzali/0005.jpg,0.15,0.138884
fgsm,0.15,True,least-likely,328,58,n008785,"""Valentina_Vezzali""",058_n008785_Valentina_Vezzali,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/058_n008785_Valentina_Vezzali/0006.jpg,0.15,0.143124
fgsm,0.15,True,least-likely,6812,58,n008785,"""Valentina_Vezzali""",058_n008785_Valentina_Vezzali,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/058_n008785_Valentina_Vezzali/0007.jpg,0.15,0.141868
fgsm,0.15,True,least-likely,1011,58,n008785,"""Valentina_Vezzali""",058_n008785_Valentina_Vezzali,dataset/clean_cropped/NN1/058_n008785_Valentina_Vezzali/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/058_n008785_Valentina_Vezzali/0009.jpg,0.15,0.143539
fgsm,0.15,True,least-likely,5580,59,n005757,"""Marvin_Agustin""",059_n005757_Marvin_Agustin,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/059_n005757_Marvin_Agustin/0000.jpg,0.15,0.142249
fgsm,0.15,True,least-likely,6493,59,n005757,"""Marvin_Agustin""",059_n005757_Marvin_Agustin,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/059_n005757_Marvin_Agustin/0001.jpg,0.15,0.142557
fgsm,0.15,True,least-likely,8178,59,n005757,"""Marvin_Agustin""",059_n005757_Marvin_Agustin,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/059_n005757_Marvin_Agustin/0002.jpg,0.15,0.136763
fgsm,0.15,True,least-likely,6500,59,n005757,"""Marvin_Agustin""",059_n005757_Marvin_Agustin,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/059_n005757_Marvin_Agustin/0003.jpg,0.15,0.139246
fgsm,0.15,True,least-likely,226,59,n005757,"""Marvin_Agustin""",059_n005757_Marvin_Agustin,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/059_n005757_Marvin_Agustin/0004.jpg,0.15,0.143578
fgsm,0.15,True,least-likely,6956,59,n005757,"""Marvin_Agustin""",059_n005757_Marvin_Agustin,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/059_n005757_Marvin_Agustin/0005.jpg,0.15,0.12926
fgsm,0.15,True,least-likely,6358,59,n005757,"""Marvin_Agustin""",059_n005757_Marvin_Agustin,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/059_n005757_Marvin_Agustin/0006.jpg,0.15,0.142665
fgsm,0.15,True,least-likely,3114,59,n005757,"""Marvin_Agustin""",059_n005757_Marvin_Agustin,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/059_n005757_Marvin_Agustin/0007.jpg,0.15,0.14152
fgsm,0.15,True,least-likely,6493,59,n005757,"""Marvin_Agustin""",059_n005757_Marvin_Agustin,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/059_n005757_Marvin_Agustin/0008.jpg,0.15,0.143414
fgsm,0.15,True,least-likely,3600,59,n005757,"""Marvin_Agustin""",059_n005757_Marvin_Agustin,dataset/clean_cropped/NN1/059_n005757_Marvin_Agustin/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/059_n005757_Marvin_Agustin/0009.jpg,0.15,0.140823
fgsm,0.15,True,least-likely,7820,60,n002586,"""Erich_Gonzales""",060_n002586_Erich_Gonzales,dataset/clean_cropped/NN1/060_n002586_Erich_Gonzales/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/060_n002586_Erich_Gonzales/0000.jpg,0.15,0.141439
fgsm,0.15,True,least-likely,4294,60,n002586,"""Erich_Gonzales""",060_n002586_Erich_Gonzales,dataset/clean_cropped/NN1/060_n002586_Erich_Gonzales/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/060_n002586_Erich_Gonzales/0001.jpg,0.15,0.131047
fgsm,0.15,True,least-likely,4710,60,n002586,"""Erich_Gonzales""",060_n002586_Erich_Gonzales,dataset/clean_cropped/NN1/060_n002586_Erich_Gonzales/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/060_n002586_Erich_Gonzales/0002.jpg,0.15,0.143146
fgsm,0.15,True,least-likely,4829,60,n002586,"""Erich_Gonzales""",060_n002586_Erich_Gonzales,dataset/clean_cropped/NN1/060_n002586_Erich_Gonzales/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/060_n002586_Erich_Gonzales/0003.jpg,0.15,0.136386
fgsm,0.15,True,least-likely,4710,60,n002586,"""Erich_Gonzales""",060_n002586_Erich_Gonzales,dataset/clean_cropped/NN1/060_n002586_Erich_Gonzales/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/060_n002586_Erich_Gonzales/0004.jpg,0.15,0.138057
fgsm,0.15,True,least-likely,4829,60,n002586,"""Erich_Gonzales""",060_n002586_Erich_Gonzales,dataset/clean_cropped/NN1/060_n002586_Erich_Gonzales/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/060_n002586_Erich_Gonzales/0005.jpg,0.15,0.137013
fgsm,0.15,True,least-likely,1476,60,n002586,"""Erich_Gonzales""",060_n002586_Erich_Gonzales,dataset/clean_cropped/NN1/060_n002586_Erich_Gonzales/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/060_n002586_Erich_Gonzales/0007.jpg,0.15,0.136124
fgsm,0.15,True,least-likely,1558,60,n002586,"""Erich_Gonzales""",060_n002586_Erich_Gonzales,dataset/clean_cropped/NN1/060_n002586_Erich_Gonzales/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/060_n002586_Erich_Gonzales/0008.jpg,0.15,0.138754
fgsm,0.15,True,least-likely,4829,60,n002586,"""Erich_Gonzales""",060_n002586_Erich_Gonzales,dataset/clean_cropped/NN1/060_n002586_Erich_Gonzales/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/060_n002586_Erich_Gonzales/0009.jpg,0.15,0.137772
fgsm,0.15,True,least-likely,3944,61,n003636,"""Iva_Frühlingová""",061_n003636_Iva_Fr_hlingov,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/061_n003636_Iva_Fr_hlingov/0001.jpg,0.15,0.142251
fgsm,0.15,True,least-likely,1351,61,n003636,"""Iva_Frühlingová""",061_n003636_Iva_Fr_hlingov,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/061_n003636_Iva_Fr_hlingov/0002.jpg,0.15,0.140516
fgsm,0.15,True,least-likely,3785,61,n003636,"""Iva_Frühlingová""",061_n003636_Iva_Fr_hlingov,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/061_n003636_Iva_Fr_hlingov/0003.jpg,0.15,0.141991
fgsm,0.15,True,least-likely,4924,61,n003636,"""Iva_Frühlingová""",061_n003636_Iva_Fr_hlingov,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/061_n003636_Iva_Fr_hlingov/0004.jpg,0.15,0.138109
fgsm,0.15,True,least-likely,7941,61,n003636,"""Iva_Frühlingová""",061_n003636_Iva_Fr_hlingov,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/061_n003636_Iva_Fr_hlingov/0005.jpg,0.15,0.139277
fgsm,0.15,True,least-likely,6008,61,n003636,"""Iva_Frühlingová""",061_n003636_Iva_Fr_hlingov,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/061_n003636_Iva_Fr_hlingov/0006.jpg,0.15,0.136195
fgsm,0.15,True,least-likely,7120,61,n003636,"""Iva_Frühlingová""",061_n003636_Iva_Fr_hlingov,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/061_n003636_Iva_Fr_hlingov/0007.jpg,0.15,0.140398
fgsm,0.15,True,least-likely,1561,61,n003636,"""Iva_Frühlingová""",061_n003636_Iva_Fr_hlingov,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/061_n003636_Iva_Fr_hlingov/0008.jpg,0.15,0.135771
fgsm,0.15,True,least-likely,3573,61,n003636,"""Iva_Frühlingová""",061_n003636_Iva_Fr_hlingov,dataset/clean_cropped/NN1/061_n003636_Iva_Fr_hlingov/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/061_n003636_Iva_Fr_hlingov/0009.jpg,0.15,0.126954
fgsm,0.15,True,least-likely,1184,62,n001777,"""Colin_Kaepernick""",062_n001777_Colin_Kaepernick,dataset/clean_cropped/NN1/062_n001777_Colin_Kaepernick/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/062_n001777_Colin_Kaepernick/0000.jpg,0.15,0.139017
fgsm,0.15,True,least-likely,3982,62,n001777,"""Colin_Kaepernick""",062_n001777_Colin_Kaepernick,dataset/clean_cropped/NN1/062_n001777_Colin_Kaepernick/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/062_n001777_Colin_Kaepernick/0001.jpg,0.15,0.124034
fgsm,0.15,True,least-likely,4648,62,n001777,"""Colin_Kaepernick""",062_n001777_Colin_Kaepernick,dataset/clean_cropped/NN1/062_n001777_Colin_Kaepernick/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/062_n001777_Colin_Kaepernick/0003.jpg,0.15,0.136939
fgsm,0.15,True,least-likely,720,62,n001777,"""Colin_Kaepernick""",062_n001777_Colin_Kaepernick,dataset/clean_cropped/NN1/062_n001777_Colin_Kaepernick/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/062_n001777_Colin_Kaepernick/0005.jpg,0.15,0.142964
fgsm,0.15,True,least-likely,3770,62,n001777,"""Colin_Kaepernick""",062_n001777_Colin_Kaepernick,dataset/clean_cropped/NN1/062_n001777_Colin_Kaepernick/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/062_n001777_Colin_Kaepernick/0006.jpg,0.15,0.133159
fgsm,0.15,True,least-likely,3782,62,n001777,"""Colin_Kaepernick""",062_n001777_Colin_Kaepernick,dataset/clean_cropped/NN1/062_n001777_Colin_Kaepernick/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/062_n001777_Colin_Kaepernick/0008.jpg,0.15,0.133695
fgsm,0.15,True,least-likely,1184,62,n001777,"""Colin_Kaepernick""",062_n001777_Colin_Kaepernick,dataset/clean_cropped/NN1/062_n001777_Colin_Kaepernick/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/062_n001777_Colin_Kaepernick/0009.jpg,0.15,0.141186
fgsm,0.15,True,least-likely,4312,63,n003348,"""Harry_Judd""",063_n003348_Harry_Judd,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0000.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/063_n003348_Harry_Judd/0000.jpg,0.15,0.142778
fgsm,0.15,True,least-likely,342,63,n003348,"""Harry_Judd""",063_n003348_Harry_Judd,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0001.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/063_n003348_Harry_Judd/0001.jpg,0.15,0.137657
fgsm,0.15,True,least-likely,4525,63,n003348,"""Harry_Judd""",063_n003348_Harry_Judd,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0002.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/063_n003348_Harry_Judd/0002.jpg,0.15,0.138881
fgsm,0.15,True,least-likely,6505,63,n003348,"""Harry_Judd""",063_n003348_Harry_Judd,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0003.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/063_n003348_Harry_Judd/0003.jpg,0.15,0.141693
fgsm,0.15,True,least-likely,254,63,n003348,"""Harry_Judd""",063_n003348_Harry_Judd,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0004.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/063_n003348_Harry_Judd/0004.jpg,0.15,0.136794
fgsm,0.15,True,least-likely,1696,63,n003348,"""Harry_Judd""",063_n003348_Harry_Judd,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0005.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/063_n003348_Harry_Judd/0005.jpg,0.15,0.144148
fgsm,0.15,True,least-likely,3909,63,n003348,"""Harry_Judd""",063_n003348_Harry_Judd,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0006.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/063_n003348_Harry_Judd/0006.jpg,0.15,0.141981
fgsm,0.15,True,least-likely,1740,63,n003348,"""Harry_Judd""",063_n003348_Harry_Judd,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0007.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/063_n003348_Harry_Judd/0007.jpg,0.15,0.143627
fgsm,0.15,True,least-likely,254,63,n003348,"""Harry_Judd""",063_n003348_Harry_Judd,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0008.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/063_n003348_Harry_Judd/0008.jpg,0.15,0.142487
fgsm,0.15,True,least-likely,1740,63,n003348,"""Harry_Judd""",063_n003348_Harry_Judd,dataset/clean_cropped/NN1/063_n003348_Harry_Judd/0009.jpg,dataset/attacks/error_specific/fgsm/least-likely/eps_0_150/063_n003348_Harry_Judd/0009.jpg,0.15,0.137906
